"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/05/2017 1:00 AM,10.2,7.7,13.0,0.997
1/05/2017 2:00 AM,11.4,6.3,13.2,0.997
1/05/2017 3:00 AM,11.4,4.1,12.9,0.997
1/05/2017 4:00 AM,5.7,4.2,12.5,0.997
1/05/2017 5:00 AM,8.6,4.7,12.2,0.997
1/05/2017 6:00 AM,3.4,2.0,12.0,0.997
1/05/2017 7:00 AM,4.1,3.2,11.9,0.997
1/05/2017 8:00 AM,5.5,3.9,12.5,0.997
1/05/2017 9:00 AM,5.0,8.2,13.5,0.997
1/05/2017 10:00 AM,8.4,6.4,15.1,0.997
1/05/2017 11:00 AM,10.8,7.6,17.2,0.997
1/05/2017 12:00 PM,8.6,10.7,15.9,0.997
1/05/2017 1:00 PM,6.0,8.7,15.0,0.997
1/05/2017 2:00 PM,13.7,13.6,15.6,0.997
1/05/2017 3:00 PM,33.6,17.9,15.9,0.997
1/05/2017 4:00 PM,33.9,8.9,15.1,0.998
1/05/2017 5:00 PM,32.2,10.1,15.5,0.998
1/05/2017 6:00 PM,48.2,19.1,15.5,0.999
1/05/2017 7:00 PM,42.8,5.0,15.0,1.000
1/05/2017 8:00 PM,29.6,0.7,14.3,1.001
1/05/2017 9:00 PM,24.7,2.7,13.0,1.001
1/05/2017 10:00 PM,22.1,3.1,12.5,1.001
1/05/2017 11:00 PM,12.9,5.2,12.1,1.002
2/05/2017 12:00 AM,20.0,11.7,11.6,1.002
2/05/2017 1:00 AM,16.3,7.0,11.4,1.002
2/05/2017 2:00 AM,12.6,3.7,11.1,1.002
2/05/2017 3:00 AM,16.3,4.7,11.4,1.002
2/05/2017 4:00 AM,14.8,2.7,11.3,1.002
2/05/2017 5:00 AM,18.9,2.9,11.3,1.002
2/05/2017 6:00 AM,23.5,0.1,10.4,1.003
2/05/2017 7:00 AM,13.0,-0.8,11.0,1.004
2/05/2017 8:00 AM,15.1,1.0,11.6,1.004
2/05/2017 9:00 AM,13.0,3.8,12.7,1.005
2/05/2017 10:00 AM,17.7,2.4,14.2,1.005
2/05/2017 11:00 AM,6.2,1.3,16.8,1.005
2/05/2017 12:00 PM,13.7,2.0,16.2,1.005
2/05/2017 1:00 PM,19.1,4.3,14.8,1.005
2/05/2017 2:00 PM,7.3,4.3,15.3,1.005
2/05/2017 3:00 PM,6.8,2.1,14.2,1.005
2/05/2017 4:00 PM,13.9,1.4,15.3,1.005
2/05/2017 5:00 PM,14.9,4.4,14.9,1.006
2/05/2017 6:00 PM,11.0,4.4,14.0,1.006
2/05/2017 7:00 PM,20.6,9.4,12.8,1.007
2/05/2017 8:00 PM,16.9,6.3,11.9,1.008
2/05/2017 9:00 PM,10.9,5.1,11.0,1.008
2/05/2017 10:00 PM,16.6,3.9,10.5,1.008
2/05/2017 11:00 PM,13.6,7.7,9.7,1.009
3/05/2017 12:00 AM,9.3,,9.4,1.009
3/05/2017 1:00 AM,8.1,5.9,9.3,1.008
3/05/2017 2:00 AM,8.3,7.7,9.1,1.008
3/05/2017 3:00 AM,11.9,4.2,8.9,1.008
3/05/2017 4:00 AM,9.1,,8.8,1.008
3/05/2017 5:00 AM,14.8,7.1,8.5,1.009
3/05/2017 6:00 AM,18.3,5.7,7.9,1.009
3/05/2017 7:00 AM,12.7,1.4,8.1,1.010
3/05/2017 8:00 AM,18.1,9.3,8.6,1.010
3/05/2017 9:00 AM,20.1,11.3,9.4,1.011
3/05/2017 10:00 AM,20.4,6.4,11.7,1.011
3/05/2017 11:00 AM,9.8,,17.3,1.011
3/05/2017 12:00 PM,20.2,13.0,16.7,1.011
3/05/2017 1:00 PM,20.5,18.1,16.3,1.010
3/05/2017 2:00 PM,15.8,9.9,15.9,1.009
3/05/2017 3:00 PM,9.3,5.5,16.2,1.009
3/05/2017 4:00 PM,9.1,,15.6,1.009
3/05/2017 5:00 PM,21.8,0.5,14.7,1.009
3/05/2017 6:00 PM,25.8,,13.5,1.009
3/05/2017 7:00 PM,20.6,19.7,12.7,1.010
3/05/2017 8:00 PM,16.2,11.5,11.8,1.010
3/05/2017 9:00 PM,16.1,11.4,10.6,1.011
3/05/2017 10:00 PM,19.9,11.5,10.0,1.011
3/05/2017 11:00 PM,13.2,8.5,9.8,1.011
