"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/08/2017 01:00,17.4,13.5,8.5,1.004
1/08/2017 02:00,15.3,8.4,7.9,1.004
1/08/2017 03:00,9.4,10.9,7.9,1.004
1/08/2017 04:00,17.5,10.2,7.1,1.004
1/08/2017 05:00,12.0,4.4,7.0,1.004
1/08/2017 06:00,12.3,2.0,6.6,1.004
1/08/2017 07:00,10.7,5.0,6.1,1.005
1/08/2017 08:00,12.5,,6.2,1.006
1/08/2017 09:00,24.4,2.7,7.1,1.006
1/08/2017 10:00,13.9,1.6,9.1,1.006
1/08/2017 11:00,5.8,0.1,12.7,1.006
1/08/2017 12:00,13.3,7.3,14.0,1.006
1/08/2017 13:00,16.5,6.2,15.5,1.005
1/08/2017 14:00,18.3,4.0,14.9,1.004
1/08/2017 15:00,14.8,3.6,14.6,1.003
1/08/2017 16:00,8.3,,16.4,1.002
1/08/2017 17:00,3.3,5.0,15.2,1.002
1/08/2017 18:00,12.8,7.0,13.5,1.002
1/08/2017 19:00,17.3,6.7,11.9,1.002
1/08/2017 20:00,18.5,9.2,10.8,1.002
1/08/2017 21:00,16.2,2.6,10.4,1.002
1/08/2017 22:00,12.9,6.0,10.0,1.002
1/08/2017 23:00,15.9,7.4,9.8,1.002
2/08/2017 00:00,5.9,3.9,9.9,1.002
2/08/2017 01:00,7.3,0.4,10.8,1.001
2/08/2017 02:00,2.9,0.2,10.7,1.001
2/08/2017 03:00,1.3,0.7,10.6,1.001
2/08/2017 04:00,3.6,1.4,9.9,1.001
2/08/2017 05:00,6.4,1.8,10.1,1.001
2/08/2017 06:00,4.9,0.9,10.3,1.001
2/08/2017 07:00,6.3,0.2,10.5,1.001
2/08/2017 08:00,11.7,5.1,10.8,1.001
2/08/2017 09:00,11.7,3.4,11.5,1.001
2/08/2017 10:00,7.9,4.0,13.0,1.000
2/08/2017 11:00,2.8,0.4,14.7,1.000
2/08/2017 12:00,3.3,1.3,15.1,1.000
2/08/2017 13:00,4.5,2.8,14.2,0.998
2/08/2017 14:00,9.2,4.0,14.1,0.997
2/08/2017 15:00,8.7,0.7,13.6,0.997
2/08/2017 16:00,,,13.2,0.997
2/08/2017 17:00,11.8,11.4,11.8,0.996
2/08/2017 18:00,8.8,1.2,12.0,0.996
2/08/2017 19:00,5.8,3.4,12.1,0.996
2/08/2017 20:00,7.1,3.2,12.3,0.995
2/08/2017 21:00,6.5,3.0,12.0,0.996
2/08/2017 22:00,7.2,5.8,11.3,0.997
2/08/2017 23:00,,6.1,9.9,0.997
3/08/2017 00:00,,1.2,8.9,0.996
3/08/2017 01:00,1.9,1.2,8.4,0.996
3/08/2017 02:00,2.0,1.4,8.5,0.995
3/08/2017 03:00,5.4,7.7,8.6,0.994
3/08/2017 04:00,4.5,6.9,8.4,0.994
3/08/2017 05:00,3.9,,8.3,0.993
3/08/2017 06:00,3.8,2.0,8.6,0.992
3/08/2017 07:00,10.3,-0.4,8.4,0.992
3/08/2017 08:00,-0.1,3.7,8.2,0.993
3/08/2017 09:00,6.2,1.9,8.9,0.993
3/08/2017 10:00,0.1,0.3,9.9,0.993
3/08/2017 11:00,0.8,0.0,11.2,0.992
3/08/2017 12:00,7.6,1.8,10.6,0.992
3/08/2017 13:00,6.3,3.6,10.6,0.992
3/08/2017 14:00,9.7,6.9,10.5,0.991
3/08/2017 15:00,7.3,1.9,10.7,0.991
3/08/2017 16:00,11.4,0.9,10.6,0.991
3/08/2017 17:00,11.6,4.8,10.7,0.991
3/08/2017 18:00,18.3,4.7,10.0,0.992
3/08/2017 19:00,18.8,10.6,9.8,0.992
3/08/2017 20:00,20.0,9.6,9.4,0.993
3/08/2017 21:00,12.6,7.6,9.2,0.993
3/08/2017 22:00,17.0,13.0,9.1,0.993
3/08/2017 23:00,17.3,14.1,8.9,0.993
4/08/2017 00:00,,,8.6,0.992
4/08/2017 01:00,13.7,14.7,8.3,0.992
4/08/2017 02:00,10.1,9.7,8.5,0.991
4/08/2017 03:00,7.1,6.4,8.3,0.991
4/08/2017 04:00,-0.3,0.8,8.0,0.991
4/08/2017 05:00,6.8,4.3,7.7,0.991
4/08/2017 06:00,5.4,5.3,7.9,0.990
4/08/2017 07:00,4.1,1.8,7.9,0.990
4/08/2017 08:00,6.8,8.3,8.2,0.990
4/08/2017 09:00,12.8,4.6,8.8,0.990
4/08/2017 10:00,11.3,2.8,10.3,0.990
4/08/2017 11:00,15.5,3.6,11.1,0.989
4/08/2017 12:00,14.2,4.4,10.8,0.988
4/08/2017 13:00,7.3,2.2,12.3,0.987
4/08/2017 14:00,21.6,9.1,11.3,0.986
4/08/2017 15:00,12.2,5.3,10.1,0.986
4/08/2017 16:00,20.8,12.2,9.8,0.986
4/08/2017 17:00,24.0,13.6,9.6,0.987
4/08/2017 18:00,21.3,4.6,8.7,0.988
4/08/2017 19:00,19.9,5.9,9.3,0.989
4/08/2017 20:00,29.8,8.8,10.0,0.990
4/08/2017 21:00,33.0,4.6,9.6,0.990
4/08/2017 22:00,8.8,5.4,9.3,0.991
4/08/2017 23:00,10.2,4.4,9.6,0.991
5/08/2017 00:00,14.2,9.6,9.7,0.992
5/08/2017 01:00,21.4,7.1,9.3,0.992
5/08/2017 02:00,14.6,5.0,9.3,0.991
5/08/2017 03:00,13.3,0.5,8.9,0.991
5/08/2017 04:00,14.3,5.8,8.1,0.991
5/08/2017 05:00,6.6,1.2,9.0,0.991
5/08/2017 06:00,5.2,1.3,9.3,0.991
5/08/2017 07:00,18.6,5.8,9.1,0.991
5/08/2017 08:00,17.7,4.0,9.1,0.991
5/08/2017 09:00,12.1,0.1,9.8,0.991
5/08/2017 10:00,15.4,5.5,9.7,0.991
5/08/2017 11:00,14.6,3.4,10.9,0.991
5/08/2017 12:00,13.3,5.0,13.0,0.990
5/08/2017 13:00,17.9,4.8,13.5,0.989
5/08/2017 14:00,23.7,6.9,12.4,0.988
5/08/2017 15:00,12.6,-1.4,12.8,0.987
5/08/2017 16:00,10.5,,13.6,0.987
5/08/2017 17:00,13.1,3.6,13.5,0.987
5/08/2017 18:00,,,13.5,0.987
5/08/2017 19:00,,,13.1,0.986
5/08/2017 20:00,35.0,11.3,11.8,0.988
5/08/2017 21:00,31.3,6.5,10.4,0.988
5/08/2017 22:00,11.5,0.2,9.6,0.988
5/08/2017 23:00,3.4,-1.2,9.7,0.987
6/08/2017 00:00,,,9.4,0.987
6/08/2017 01:00,18.7,7.1,8.8,0.987
6/08/2017 02:00,22.2,7.1,9.3,0.987
6/08/2017 03:00,26.6,12.6,9.6,0.986
6/08/2017 04:00,29.8,8.4,8.7,0.986
6/08/2017 05:00,17.4,4.7,8.3,0.986
6/08/2017 06:00,20.2,3.7,8.2,0.987
6/08/2017 07:00,15.8,2.9,8.9,0.987
6/08/2017 08:00,14.2,,9.2,0.987
6/08/2017 09:00,18.8,0.6,8.4,0.988
6/08/2017 10:00,18.7,-1.3,9.5,0.987
6/08/2017 11:00,0.0,1.0,10.2,0.987
6/08/2017 12:00,3.3,6.0,12.3,0.987
6/08/2017 13:00,26.0,6.4,12.3,0.986
6/08/2017 14:00,40.3,9.9,10.0,0.985
6/08/2017 15:00,19.8,8.3,7.9,0.986
6/08/2017 16:00,12.7,2.6,8.6,0.986
6/08/2017 17:00,24.4,0.6,9.3,0.986
6/08/2017 18:00,22.5,5.9,9.6,0.987
6/08/2017 19:00,22.5,8.5,10.4,0.988
6/08/2017 20:00,28.1,6.4,9.7,0.990
6/08/2017 21:00,20.7,6.9,9.9,0.991
6/08/2017 22:00,22.3,8.8,10.0,0.992
6/08/2017 23:00,32.5,8.4,9.7,0.992
7/08/2017 00:00,33.2,,10.0,0.993
7/08/2017 01:00,29.5,3.1,10.1,0.993
7/08/2017 02:00,35.4,6.3,10.1,0.993
7/08/2017 03:00,34.0,6.6,10.1,0.993
7/08/2017 04:00,25.2,5.7,10.2,0.993
7/08/2017 05:00,8.9,3.0,10.0,0.993
7/08/2017 06:00,13.2,5.0,10.3,0.994
7/08/2017 07:00,11.4,1.6,10.3,0.994
7/08/2017 08:00,8.7,4.7,10.3,0.995
7/08/2017 09:00,19.0,6.1,11.4,0.996
7/08/2017 10:00,20.5,7.4,11.9,0.997
7/08/2017 11:00,16.9,6.0,12.8,0.997
7/08/2017 12:00,28.5,5.6,13.5,0.997
7/08/2017 13:00,26.1,5.7,13.2,0.998
7/08/2017 14:00,19.1,4.9,13.5,0.997
7/08/2017 15:00,22.9,6.0,13.3,0.998
7/08/2017 16:00,22.5,5.5,13.1,0.998
7/08/2017 17:00,25.7,6.6,12.7,0.999
7/08/2017 18:00,26.1,5.5,12.4,0.999
7/08/2017 19:00,18.6,9.6,11.3,1.000
7/08/2017 20:00,32.1,7.9,10.2,1.001
7/08/2017 21:00,33.8,16.1,9.3,1.001
7/08/2017 22:00,27.3,13.6,9.3,1.002
7/08/2017 23:00,28.1,13.9,9.6,1.002
8/08/2017 00:00,20.8,23.0,9.4,1.002
8/08/2017 01:00,24.0,18.8,8.6,1.002
8/08/2017 02:00,17.7,9.9,8.5,1.002
8/08/2017 03:00,7.8,5.5,8.5,1.002
8/08/2017 04:00,5.5,1.7,8.3,1.002
8/08/2017 05:00,5.6,4.8,8.4,1.002
8/08/2017 06:00,7.3,3.1,8.6,1.003
8/08/2017 07:00,8.7,4.9,8.5,1.003
8/08/2017 08:00,8.3,8.3,8.3,1.004
8/08/2017 09:00,8.1,5.9,8.9,1.004
8/08/2017 10:00,9.3,5.6,9.9,1.004
8/08/2017 11:00,17.0,7.6,11.4,1.005
8/08/2017 12:00,20.0,5.3,13.1,1.004
8/08/2017 13:00,33.4,13.3,13.8,1.004
8/08/2017 14:00,33.0,8.0,13.6,1.003
8/08/2017 15:00,22.5,2.5,13.5,1.003
8/08/2017 16:00,21.4,8.7,13.9,1.002
8/08/2017 17:00,13.0,7.5,13.4,1.002
8/08/2017 18:00,8.3,6.0,12.8,1.002
8/08/2017 19:00,17.5,9.4,11.6,1.002
8/08/2017 20:00,26.3,15.5,10.7,1.002
8/08/2017 21:00,31.6,16.4,10.4,1.002
8/08/2017 22:00,23.6,16.3,10.8,1.002
8/08/2017 23:00,21.3,15.5,11.1,1.002
9/08/2017 00:00,10.7,11.6,11.4,1.001
9/08/2017 01:00,17.8,9.6,11.5,1.001
9/08/2017 02:00,14.9,6.1,10.9,1.001
9/08/2017 03:00,13.8,3.4,10.5,1.000
9/08/2017 04:00,10.7,1.6,10.5,0.999
9/08/2017 05:00,6.6,1.4,10.7,0.999
9/08/2017 06:00,7.7,1.2,10.5,1.000
9/08/2017 07:00,7.5,1.7,10.7,0.999
9/08/2017 08:00,8.3,2.1,11.3,0.999
9/08/2017 09:00,9.4,3.4,13.3,0.999
9/08/2017 10:00,9.0,2.0,15.0,0.999
9/08/2017 11:00,,,16.0,0.999
9/08/2017 12:00,,,17.4,0.998
9/08/2017 13:00,,,17.9,0.997
9/08/2017 14:00,,,19.2,0.996
9/08/2017 15:00,,,18.5,0.994
9/08/2017 16:00,,,18.3,0.993
9/08/2017 17:00,6.6,7.3,17.8,0.992
9/08/2017 18:00,8.7,3.8,16.5,0.991
9/08/2017 19:00,14.2,2.7,16.0,0.992
9/08/2017 20:00,7.1,5.2,16.1,0.992
9/08/2017 21:00,4.4,1.1,16.6,0.991
9/08/2017 22:00,5.5,-1.5,16.5,0.990
9/08/2017 23:00,5.8,0.8,16.1,0.990
10/08/2017 00:00,,,16.1,0.989
10/08/2017 01:00,7.8,7.2,15.7,0.989
10/08/2017 02:00,4.9,2.1,15.6,0.988
10/08/2017 03:00,5.3,-1.0,15.7,0.987
10/08/2017 04:00,6.3,1.2,16.0,0.986
10/08/2017 05:00,29.0,8.0,15.2,0.988
10/08/2017 06:00,30.6,4.6,13.9,0.988
10/08/2017 07:00,14.8,2.8,14.1,0.988
10/08/2017 08:00,18.8,11.8,13.9,0.988
10/08/2017 09:00,17.9,9.5,14.2,0.989
10/08/2017 10:00,18.1,3.1,14.7,0.988
10/08/2017 11:00,18.6,5.4,15.8,0.989
10/08/2017 12:00,27.3,6.6,16.7,0.989
10/08/2017 13:00,26.2,5.4,18.3,0.989
10/08/2017 14:00,26.7,9.8,17.8,0.988
10/08/2017 15:00,44.1,9.6,17.8,0.989
10/08/2017 16:00,44.0,14.7,15.9,0.990
10/08/2017 17:00,29.5,13.0,14.8,0.991
10/08/2017 18:00,41.2,12.2,14.0,0.991
10/08/2017 19:00,40.3,12.7,13.1,0.992
10/08/2017 20:00,34.8,8.4,12.8,0.993
10/08/2017 21:00,30.2,6.4,12.3,0.994
10/08/2017 22:00,18.3,1.2,11.9,0.994
10/08/2017 23:00,14.6,5.2,11.4,0.995
11/08/2017 00:00,21.8,9.8,10.7,0.996
11/08/2017 01:00,21.0,8.5,10.4,0.996
11/08/2017 02:00,18.8,2.9,10.3,0.996
11/08/2017 03:00,26.3,9.1,10.2,0.996
11/08/2017 04:00,36.8,9.3,10.5,0.996
11/08/2017 05:00,49.2,7.5,10.3,0.997
11/08/2017 06:00,29.3,8.3,10.2,0.998
11/08/2017 07:00,17.6,2.4,10.1,0.998
11/08/2017 08:00,27.0,7.3,10.4,0.999
11/08/2017 09:00,36.6,9.5,11.2,1.000
11/08/2017 10:00,37.4,6.9,12.1,1.000
11/08/2017 11:00,34.8,10.4,14.0,1.000
11/08/2017 12:00,40.3,11.8,14.6,1.000
11/08/2017 13:00,32.4,9.2,15.3,1.000
11/08/2017 14:00,37.6,6.4,15.4,0.999
11/08/2017 15:00,36.0,7.9,15.4,0.999
11/08/2017 16:00,34.6,,14.9,0.999
11/08/2017 17:00,31.8,3.0,14.2,1.000
11/08/2017 18:00,24.5,10.0,13.2,1.000
11/08/2017 19:00,34.7,11.1,12.6,1.000
11/08/2017 20:00,29.3,8.5,12.1,1.001
11/08/2017 21:00,20.1,5.4,11.7,1.001
11/08/2017 22:00,17.5,2.6,11.4,1.001
11/08/2017 23:00,19.8,4.2,11.7,1.001
12/08/2017 00:00,14.6,10.2,11.6,1.001
12/08/2017 01:00,20.6,7.4,11.7,1.001
12/08/2017 02:00,21.9,7.4,11.5,1.001
12/08/2017 03:00,18.8,5.8,11.1,1.000
12/08/2017 04:00,21.3,6.2,10.2,1.000
12/08/2017 05:00,13.1,2.8,10.0,1.001
12/08/2017 06:00,15.8,5.7,9.6,1.001
12/08/2017 07:00,20.5,6.4,8.4,1.001
12/08/2017 08:00,24.0,19.2,7.8,1.002
12/08/2017 09:00,15.0,9.9,9.2,1.002
12/08/2017 10:00,16.5,4.5,9.9,1.003
12/08/2017 11:00,10.5,0.2,14.0,1.003
12/08/2017 12:00,12.3,-0.9,16.4,1.002
12/08/2017 13:00,21.0,0.7,17.0,1.001
12/08/2017 14:00,18.1,5.8,16.8,1.000
12/08/2017 15:00,15.6,6.7,16.5,1.000
12/08/2017 16:00,20.1,4.4,16.2,0.999
12/08/2017 17:00,18.8,4.4,16.0,0.999
12/08/2017 18:00,18.7,5.3,15.1,0.999
12/08/2017 19:00,21.9,9.2,13.6,1.000
12/08/2017 20:00,27.5,15.8,11.8,1.000
12/08/2017 21:00,27.9,16.4,11.4,1.000
12/08/2017 22:00,23.4,13.1,11.4,0.999
12/08/2017 23:00,17.5,8.6,11.9,0.999
13/08/2017 00:00,28.7,5.3,12.1,0.999
13/08/2017 01:00,18.0,9.1,11.9,0.999
13/08/2017 02:00,11.0,4.9,11.5,0.998
13/08/2017 03:00,8.4,2.3,11.4,0.998
13/08/2017 04:00,6.3,6.1,11.3,0.998
13/08/2017 05:00,7.4,0.1,11.5,0.998
13/08/2017 06:00,13.2,3.5,11.4,0.998
13/08/2017 07:00,6.3,2.6,11.9,0.998
13/08/2017 08:00,9.6,6.4,12.1,0.998
13/08/2017 09:00,,4.0,14.9,0.998
13/08/2017 10:00,6.4,2.0,15.1,0.998
13/08/2017 11:00,2.1,-1.9,19.7,0.998
13/08/2017 12:00,,1.8,21.4,0.997
13/08/2017 13:00,9.1,3.8,22.5,0.996
13/08/2017 14:00,17.7,2.5,23.5,0.995
13/08/2017 15:00,12.9,5.0,23.0,0.995
13/08/2017 16:00,14.4,11.6,21.7,0.995
13/08/2017 17:00,19.0,8.8,21.1,0.995
13/08/2017 18:00,13.4,7.3,19.2,0.995
13/08/2017 19:00,21.9,8.5,18.1,0.996
13/08/2017 20:00,19.9,6.5,17.3,0.996
13/08/2017 21:00,13.0,6.8,16.5,0.996
13/08/2017 22:00,10.5,3.5,16.0,0.996
13/08/2017 23:00,7.7,0.6,15.9,0.996
14/08/2017 00:00,0.5,2.2,16.0,0.996
14/08/2017 01:00,6.1,6.4,15.6,0.996
14/08/2017 02:00,8.0,0.2,15.8,0.996
14/08/2017 03:00,7.0,2.1,15.4,0.996
14/08/2017 04:00,6.9,3.8,15.3,0.996
14/08/2017 05:00,8.9,0.9,15.0,0.996
14/08/2017 06:00,14.4,6.4,14.4,0.996
14/08/2017 07:00,13.8,1.5,13.8,0.997
14/08/2017 08:00,16.5,12.0,13.7,0.997
14/08/2017 09:00,14.0,10.7,15.3,0.997
14/08/2017 10:00,16.0,5.4,16.7,0.997
14/08/2017 11:00,9.2,1.2,19.4,0.997
14/08/2017 12:00,8.9,5.5,20.1,0.996
14/08/2017 13:00,18.9,7.4,21.2,0.995
14/08/2017 14:00,28.5,8.9,21.4,0.994
14/08/2017 15:00,22.6,6.7,20.9,0.993
14/08/2017 16:00,21.6,6.8,20.4,0.993
14/08/2017 17:00,30.2,5.8,19.3,0.992
14/08/2017 18:00,30.6,8.2,18.7,0.992
14/08/2017 19:00,37.5,15.3,18.0,0.993
14/08/2017 20:00,22.3,8.4,17.3,0.992
14/08/2017 21:00,0.8,-1.2,16.5,0.992
14/08/2017 22:00,,-0.4,16.0,0.991
14/08/2017 23:00,,,16.2,0.991
15/08/2017 00:00,6.8,4.9,16.2,0.990
15/08/2017 01:00,11.6,7.5,16.6,0.990
15/08/2017 02:00,14.1,3.1,16.2,0.990
15/08/2017 03:00,0.6,-0.3,15.4,0.989
15/08/2017 04:00,,3.7,15.1,0.989
15/08/2017 05:00,,2.5,15.8,0.988
15/08/2017 06:00,2.5,3.3,15.1,0.989
15/08/2017 07:00,-1.6,1.5,14.6,0.989
15/08/2017 08:00,4.8,1.1,14.3,0.988
15/08/2017 09:00,1.6,3.0,14.4,0.988
15/08/2017 10:00,8.3,4.1,14.6,0.988
15/08/2017 11:00,3.7,4.1,14.8,0.988
15/08/2017 12:00,3.0,6.4,15.0,0.987
15/08/2017 13:00,9.6,2.9,14.7,0.986
15/08/2017 14:00,7.4,2.4,14.6,0.984
15/08/2017 15:00,7.1,5.4,14.5,0.984
15/08/2017 16:00,7.3,-1.2,14.3,0.983
15/08/2017 17:00,15.0,4.8,13.5,0.984
15/08/2017 18:00,25.5,9.6,13.3,0.983
15/08/2017 19:00,14.8,3.4,13.8,0.983
15/08/2017 20:00,9.1,5.1,13.8,0.983
15/08/2017 21:00,16.1,4.6,13.7,0.983
15/08/2017 22:00,28.3,8.8,13.4,0.984
15/08/2017 23:00,27.7,8.1,12.9,0.984
16/08/2017 00:00,33.1,6.5,12.5,0.984
16/08/2017 01:00,43.5,13.2,12.3,0.984
16/08/2017 02:00,47.1,11.8,12.2,0.984
16/08/2017 03:00,43.3,10.3,11.9,0.984
16/08/2017 04:00,35.6,7.2,11.4,0.984
16/08/2017 05:00,34.3,6.2,11.3,0.985
16/08/2017 06:00,28.8,5.2,11.1,0.986
16/08/2017 07:00,26.2,5.8,11.3,0.986
16/08/2017 08:00,34.6,11.4,11.6,0.987
